Start,Peak,End,Duration,Amplitude,RMS,AbsPower,RelPower,Frequency,Oscillations,Symmetry,Channel,IdxChannel,subject,session
22.65,23.22,23.56,0.9100000000000001,17.41646804067723,3.95465735546636,1.1243020861843873,0.3529008831893434,12.026959940195015,10.0,0.6195652173913043,Cz,0,118,1
26.31,26.59,26.91,0.6000000000000014,14.232482291673454,3.2627391703182993,0.9123829217112515,0.25965584667687164,13.054996895851152,7.0,0.45901639344262296,Cz,0,118,1
34.2,34.510000000000005,34.76,0.5599999999999952,16.22366100128476,3.5652962570315223,1.0145923206737228,0.3459882277493914,12.986773842650951,7.0,0.543859649122807,Cz,0,118,1
40.52,41.190000000000005,41.29,0.769999999999996,18.14930483251117,3.7668465400772795,1.2009459267185116,0.31531028949277207,11.839035890095126,9.0,0.8589743589743589,Cz,0,118,1
41.86,41.91,43.2,1.3400000000000034,18.823670555053894,3.5940882764107442,0.98074659704368,0.34014848069639253,12.618946586060654,17.0,0.037037037037037035,Cz,0,118,1
55.11,55.37,55.8,0.6899999999999977,19.40122072396724,4.2595995945072875,1.160281123197459,0.2639721018694421,11.967076431565989,9.0,0.37142857142857144,Cz,0,118,1
91.9,92.19000000000001,92.57,0.6699999999999875,22.965416963969744,4.5998505561608205,1.3496949865329944,0.3844034451390301,12.204255592131336,8.0,0.4264705882352941,Cz,0,118,1
96.59,97.03,97.59,1.0,17.762862299914396,3.696434166534834,0.8815172793992999,0.22031111166301923,11.921171059720121,12.0,0.43564356435643564,Cz,0,118,1
103.24,103.92999999999999,104.15,0.9100000000000108,16.752562766733035,4.080740386090507,0.9839697784455218,0.28422348598263925,12.04673544949725,11.0,0.75,Cz,0,118,1
119.7,120.26,120.71,1.009999999999991,18.484915188837448,3.845486409267196,1.0561861052770083,0.29783256285914317,12.1582677435111,13.0,0.5490196078431373,Cz,0,118,1
124.09,124.69,125.38,1.289999999999992,18.869104132299576,3.854169812806436,1.109288784328899,0.48335022316227116,12.376339161921896,16.0,0.46153846153846156,Cz,0,118,1
125.95,126.05,126.57,0.6199999999999903,18.58225278000064,3.9921105912760315,1.0914609485348585,0.23038632525778766,12.398995791184483,8.0,0.15873015873015872,Cz,0,118,1
132.39,133.01,133.29,0.9000000000000057,13.20291931713755,3.0571731389176557,0.8976165896006364,0.4072166949943738,12.590563246877728,10.0,0.6813186813186813,Cz,0,118,1
145.01,146.04,146.28,1.2700000000000102,17.707040041153288,3.2467459044296643,0.7869476796029716,0.25736816057476175,13.253927331908939,15.0,0.8046875,Cz,0,118,1
150.33,150.83,151.12,0.789999999999992,13.149456208311612,2.8434371969976855,0.7786592663436338,0.2513775178806561,12.062522168481003,9.0,0.625,Cz,0,118,1
162.0,162.12,162.64,0.6399999999999864,15.675511508805704,3.5377263646203003,1.0904132738797423,0.25707122515064224,12.037639512875572,7.0,0.18461538461538463,Cz,0,118,1
170.9,171.47,171.91,1.009999999999991,13.284226581938317,3.199550234629775,0.971554098512247,0.41376832903646077,12.36492453098879,13.0,0.5588235294117647,Cz,0,118,1
460.13,460.45,460.89,0.7599999999999909,16.97461696957746,4.0251340025416,1.2876007800684992,0.3416645937490029,13.925881995160838,10.0,0.4155844155844156,Cz,0,118,1
531.74,532.51,532.79,1.0499999999999545,25.7007834917156,5.302854175742265,1.2910169645147067,0.3342071488892294,13.401559469266669,14.0,0.7264150943396226,Cz,0,118,1
560.07,560.59,560.68,0.6099999999999,14.520022255888996,3.356053647328081,0.9722957599549286,0.3493855451335956,13.74865822111778,8.0,0.8387096774193549,Cz,0,118,1
580.38,580.52,580.92,0.5399999999999636,20.795549187797278,4.836339180052884,1.2357029960865824,0.260847610057859,12.841611504849375,6.0,0.2545454545454545,Cz,0,118,1
606.13,606.78,607.29,1.1599999999999682,18.978505218080365,3.914768985362863,1.139195983361174,0.4111697900939167,13.962621912125776,17.0,0.5555555555555556,Cz,0,118,1
618.08,618.59,618.75,0.6699999999999591,16.06420669226027,4.242947754924333,1.0778781870927132,0.24041775132887455,13.002280977595346,9.0,0.75,Cz,0,118,1
637.41,637.66,637.99,0.5800000000000409,17.16958454764515,3.706712049662751,1.083029783383091,0.33531006687865045,13.333425778850335,8.0,0.423728813559322,Cz,0,118,1
687.81,687.93,688.33,0.5200000000000955,15.722781205177998,3.6926092296240887,1.1466472712115643,0.36318406161581346,12.499205866255462,6.0,0.22641509433962265,Cz,0,118,1
697.54,697.88,698.53,0.9900000000000091,21.103250613970754,4.4813009426095025,1.2111555842826494,0.28836395824437644,13.937758234725399,11.0,0.34,Cz,0,118,1
718.22,718.84,719.19,0.9700000000000273,22.34857630284904,4.382751228189806,1.0497519665621642,0.29543835454868034,12.94937196274816,12.0,0.6326530612244898,Cz,0,118,1
729.42,730.0899999999999,730.98,1.5600000000000591,23.14961619451268,4.830801889988579,1.2347583442460728,0.4153223192079396,13.325955935144295,19.0,0.4267515923566879,Cz,0,118,1
734.8,735.12,735.74,0.9400000000000546,17.07971139927578,3.628015743862643,0.973378377139573,0.29494787457971816,13.841394436099664,12.0,0.3368421052631579,Cz,0,118,1
745.05,745.26,745.69,0.6400000000001,19.662595152834616,4.143852354716959,1.0924205395635447,0.31392783278770525,14.325637707906026,8.0,0.3230769230769231,Cz,0,118,1
786.01,786.6,786.77,0.7599999999999909,18.502285011113358,4.158183443524208,1.1637899206770344,0.3439885795133362,14.143784264207786,11.0,0.7662337662337663,Cz,0,118,1
848.2,848.6500000000001,849.43,1.2299999999999045,21.889932606648834,4.522641309957247,1.0575798382083612,0.32519908450591883,12.347231749052806,15.0,0.3629032258064516,Cz,0,118,1
856.76,857.24,857.28,0.5199999999999818,17.655980568806072,3.6075850338281223,1.0112112117988103,0.2899775177639315,12.218003007518575,6.0,0.9056603773584906,Cz,0,118,1
858.48,858.88,859.0,0.5199999999999818,13.334779101833067,3.481071677647841,1.1800124375906498,0.3867305955611795,13.51036959197179,7.0,0.7547169811320755,Cz,0,118,1
866.04,866.26,867.38,1.3400000000000318,19.96611880487186,4.2085801977806385,1.161100583395864,0.4443810149422755,13.464485377355365,16.0,0.16296296296296298,Cz,0,118,1
869.76,870.12,870.55,0.7899999999999636,16.83363518814432,3.918174338601943,1.049496343565822,0.29646789902394166,13.592049861640936,10.0,0.45,Cz,0,118,1
888.56,889.14,889.75,1.1900000000000546,24.762929968199494,5.132984108677884,1.2639024908120544,0.29221852086034056,13.911929476148547,17.0,0.48333333333333334,Cz,0,118,1
914.03,914.7099999999999,914.91,0.8799999999999955,17.462897622882018,3.727534450899896,1.1687165240879638,0.3892126948222883,13.761924185613674,12.0,0.7640449438202247,Cz,0,118,1
918.1,918.4200000000001,919.52,1.419999999999959,20.56406002809997,4.0594156832887505,1.0022511186994387,0.3191191975125147,13.996350545120825,19.0,0.22377622377622378,Cz,0,118,1
925.51,925.86,926.05,0.5399999999999636,20.360042385368494,4.7432034132093435,1.4461642748361336,0.28424315533729205,12.853414247643823,7.0,0.6363636363636364,Cz,0,118,1
975.92,976.1999999999999,976.68,0.7599999999999909,17.793831317012867,4.250571240933432,1.214667383143223,0.4366890115965902,12.794857609075304,9.0,0.36363636363636365,Cz,0,118,1
991.86,992.01,992.75,0.8899999999999864,18.555941040750646,3.59284572904729,1.0937741648020038,0.46755885670725916,13.73218575347082,13.0,0.16666666666666666,Cz,0,118,1
997.81,998.0699999999999,998.59,0.7800000000000864,24.98522149344621,4.997219090123152,1.414160421954265,0.34219401802897953,13.10585135448194,10.0,0.3291139240506329,Cz,0,118,1
1000.91,1001.31,1001.87,0.9600000000000364,21.77181826827753,4.761489349529165,1.2729260333166612,0.4802425444702248,13.63063964644156,13.0,0.41237113402061853,Cz,0,118,1
1014.24,1014.73,1014.91,0.6699999999999591,21.52674097265599,4.81792884720778,1.2378170194668119,0.2841077486941016,12.795688564046884,8.0,0.7205882352941176,Cz,0,118,1
1023.35,1023.94,1024.21,0.8600000000000136,16.539072670122323,3.6078738283977008,0.805976815357079,0.2485532931077947,13.34480965122824,9.0,0.6781609195402298,Cz,0,118,1
1026.55,1026.97,1027.17,0.6200000000001182,20.426386914041124,4.176710434617056,1.2979681358966375,0.284747580337778,13.235876135159288,8.0,0.6666666666666666,Cz,0,118,1
1036.68,1037.1000000000001,1037.73,1.0499999999999545,19.6336704557038,4.371525433950209,1.1642519775157305,0.282764213976066,13.041971308399553,13.0,0.39622641509433965,Cz,0,118,1
1090.81,1091.1599999999999,1091.32,0.5099999999999909,16.712939643162457,3.749524285154136,1.1084938134949351,0.3391861380384536,13.083074219778759,7.0,0.6730769230769231,Cz,0,118,1
1123.42,1123.53,1124.09,0.6699999999998454,19.88872711872384,4.6785501347439205,1.231910897454697,0.3588858389595978,12.736097925985991,8.0,0.16176470588235295,Cz,0,118,1
