Start,Peak,End,Duration,Amplitude,RMS,AbsPower,RelPower,Frequency,Oscillations,Symmetry,Channel,IdxChannel,subject,session
14.26,15.04,15.29,1.0299999999999994,19.138448008486584,4.229768147925987,1.036664654384969,0.3238142308097138,13.95159341124615,12.0,0.75,Cz,0,220,2
29.29,29.7,30.13,0.8399999999999999,25.451648225776903,5.328964851416391,1.320657225731045,0.4571640356257839,13.928096226293174,12.0,0.4823529411764706,Cz,0,220,2
32.06,32.300000000000004,32.88,0.8200000000000003,22.95318224055195,4.876821496083403,1.2502115121095845,0.34407169861949943,13.966859731322387,10.0,0.2891566265060241,Cz,0,220,2
35.6,36.51,37.02,1.4200000000000017,27.339411681260017,5.285329651721345,1.3826579489439152,0.36956964149174665,13.83174058005862,19.0,0.6363636363636364,Cz,0,220,2
152.3,152.65,152.89,0.589999999999975,24.992428898540403,4.688820687098415,1.4101992329815314,0.39393493175736416,13.773423988960108,7.0,0.5833333333333334,Cz,0,220,2
171.63,171.9,172.22,0.5900000000000034,21.838501731642502,4.968882646653055,1.3159503947843239,0.2877701890125537,13.781932845215987,8.0,0.45,Cz,0,220,2
190.77,190.82000000000002,191.69,0.9199999999999875,20.5627836446441,3.8907799769997333,1.1165166046013941,0.353077134213783,14.039501417733284,11.0,0.053763440860215055,Cz,0,220,2
194.37,194.95000000000002,195.38,1.009999999999991,22.619761402305542,4.5188271227799754,1.135373911699105,0.23900628648383915,13.178807738210526,11.0,0.5686274509803921,Cz,0,220,2
235.22,235.5,235.77,0.5500000000000114,20.24661664655268,5.1035077795185675,1.2486034265271977,0.27164047544195247,14.457750412349704,6.0,0.5,Cz,0,220,2
333.83,334.10999999999996,334.51,0.6800000000000068,22.03987838341098,5.238892736262456,1.3191026820674756,0.31963437812683204,14.027850675861046,8.0,0.4057971014492754,Cz,0,220,2
362.05,362.84000000000003,363.25,1.1999999999999886,32.72198680073174,6.004140904473663,1.3951078527691354,0.3604580150251848,13.60372050221797,16.0,0.6528925619834711,Cz,0,220,2
392.04,392.42,392.95,0.9099999999999682,18.818227695822983,5.200798558478647,1.318797260164534,0.34327195553220874,13.808009786807562,12.0,0.41304347826086957,Cz,0,220,2
449.26,449.42,449.99,0.7300000000000182,25.611501749172266,6.047996409135584,1.4768727949540228,0.31394489408039805,14.173117469087952,10.0,0.21621621621621623,Cz,0,220,2
461.63,461.81,462.17,0.5400000000000205,19.41865349363956,4.317472212734328,1.2732763187712408,0.28536363104063794,14.14654127123087,7.0,0.32727272727272727,Cz,0,220,2
483.84,484.25,484.89,1.0500000000000114,23.898717283937945,5.40819278672519,1.3940126885025372,0.3923521446327748,13.644192276051184,12.0,0.3867924528301887,Cz,0,220,2
487.31,487.7,487.86,0.5500000000000114,24.389682119039385,6.302454654277095,1.6806266309129372,0.39293415421602595,13.54281126929432,8.0,0.6964285714285714,Cz,0,220,2
524.78,525.14,525.31,0.5299999999999727,19.431505797375287,4.978366503101165,1.3593321558567946,0.3609244260060047,14.29188425967258,7.0,0.6666666666666666,Cz,0,220,2
623.77,623.93,624.45,0.6800000000000637,24.066691589319667,5.683330310780628,1.415473550147118,0.29694063958130684,13.645888550743763,8.0,0.2318840579710145,Cz,0,220,2
637.74,638.19,638.4,0.6599999999999682,21.826679480018367,5.528239470020578,1.5435560685006724,0.3370081882066445,13.083975958021187,7.0,0.6716417910447762,Cz,0,220,2
645.49,645.67,646.35,0.8600000000000136,25.060248879813436,5.277311378522643,1.3772022742853558,0.3066460218671707,12.394192025044243,8.0,0.20689655172413793,Cz,0,220,2
754.39,754.67,755.02,0.6299999999999955,29.633659404482557,5.958133749083858,1.5552963073982582,0.44970153955896786,13.387901823470058,8.0,0.4375,Cz,0,220,2
758.85,759.2,759.46,0.6100000000000136,30.417639842302506,6.441821432404539,1.4496244296830592,0.3129756969282912,13.677441863789243,8.0,0.5645161290322581,Cz,0,220,2
768.81,769.2099999999999,769.82,1.0100000000001046,23.55940077303086,5.453537436932522,1.2710756873578357,0.3034599938294233,13.846414527900954,12.0,0.39215686274509803,Cz,0,220,2
888.74,889.03,889.6,0.8600000000000136,24.757374991448238,5.7338027014729605,1.3587324643697039,0.30277012043583773,13.577770143921432,12.0,0.3333333333333333,Cz,0,220,2
935.32,935.87,936.57,1.25,24.076113406843227,4.879261348956303,1.335919997229894,0.4134319448103512,13.85047200868857,17.0,0.4365079365079365,Cz,0,220,2
965.53,966.0799999999999,967.0,1.4700000000000273,24.14487419623537,5.092129071567965,1.204429755543972,0.29073875665570803,13.62351759657474,17.0,0.3716216216216216,Cz,0,220,2
1162.48,1162.56,1163.37,0.8899999999998727,24.998072407059627,4.655962116166926,1.0520325229742709,0.2550702984870563,12.944394906254507,10.0,0.08888888888888889,Cz,0,220,2
1344.36,1344.9099999999999,1345.37,1.009999999999991,23.401666959338716,5.094683190380441,1.3189743909844491,0.3349737467704612,13.274086502200069,14.0,0.5392156862745098,Cz,0,220,2
1348.69,1349.69,1350.01,1.3199999999999363,23.340480152096923,5.620334878894003,1.3773248992184517,0.31835494160182354,13.45961845830164,18.0,0.7518796992481203,Cz,0,220,2
1394.65,1395.43,1396.21,1.5599999999999454,26.189473552485385,5.566396941903878,1.3506564557187197,0.4051985480512009,13.538358317463437,21.0,0.4968152866242038,Cz,0,220,2
1396.74,1396.85,1397.42,0.6800000000000637,19.5691271076804,4.770841424974274,1.306288865658438,0.33383184321047243,13.657748623740575,9.0,0.15942028985507245,Cz,0,220,2
1446.68,1447.05,1447.28,0.599999999999909,15.862374237325193,3.861225925410108,0.9478981649938168,0.24628894723359876,13.743783643155124,7.0,0.6065573770491803,Cz,0,220,2
1497.85,1498.1599999999999,1498.44,0.5900000000001455,19.007293270422473,4.42651256291969,0.9901038669019357,0.20919519057292307,13.014147624906549,7.0,0.5166666666666667,Cz,0,220,2
1537.42,1537.8000000000002,1538.19,0.7699999999999818,24.063017468623784,5.761409765393926,1.4343021771218742,0.3594242947652735,13.297366281739926,10.0,0.48717948717948717,Cz,0,220,2
1627.38,1627.5,1628.09,0.709999999999809,23.797500710159618,5.353262724289659,1.4093674724534901,0.29651761140077015,13.54769508662298,7.0,0.16666666666666666,Cz,0,220,2
1740.86,1741.2299999999998,1741.43,0.5700000000001637,18.669838108222052,4.08948958397921,1.402335720024358,0.4383506167670036,13.631452193786387,8.0,0.6379310344827587,Cz,0,220,2
1752.85,1753.28,1753.49,0.6400000000001,22.5179489622748,4.96698238703163,1.3147744135984185,0.4773296554456946,14.152544377140174,9.0,0.6615384615384615,Cz,0,220,2
1756.17,1756.71,1757.69,1.5199999999999818,24.0542685944106,4.7630948106453594,1.1902572247240693,0.26693871561012295,13.694321963426281,18.0,0.35294117647058826,Cz,0,220,2
1837.5,1837.93,1838.4,0.900000000000091,24.125404472747,4.859459394919103,1.369369808372396,0.4081058964878151,13.99607386951022,12.0,0.4725274725274725,Cz,0,220,2
1853.35,1853.84,1853.98,0.6300000000001091,24.71995320456213,5.372136607070792,1.5771917747302027,0.4509020739402949,13.492381883478878,8.0,0.765625,Cz,0,220,2
1892.16,1892.53,1893.1,0.9399999999998272,21.892981400437698,4.332993988544082,1.137543238113701,0.29079923756424986,13.47855953690389,13.0,0.3894736842105263,Cz,0,220,2
1912.29,1912.99,1913.31,1.0199999999999818,23.073489902790953,5.139848604368333,1.2647258540212023,0.32323510391745813,13.892871240221613,13.0,0.6796116504854369,Cz,0,220,2
1974.79,1974.97,1975.31,0.5199999999999818,22.00645006507008,4.910859284156296,1.1673701196558979,0.22586350262440744,13.450963887963212,7.0,0.33962264150943394,Cz,0,220,2
1981.17,1981.3400000000001,1982.04,0.8699999999998909,25.713902757968476,5.020876056279727,1.15297076131742,0.39868159730120745,13.869164243603507,12.0,0.19318181818181818,Cz,0,220,2
2050.17,2050.7400000000002,2050.85,0.6799999999998363,21.4341180117583,4.968552140103259,1.4051794973211842,0.3940967459871332,13.932873257048605,8.0,0.8260869565217391,Cz,0,220,2
2059.95,2060.41,2060.5,0.5500000000001819,22.296538569357853,4.7399380923777485,1.4748811648072055,0.44018130838596325,14.153736887976592,8.0,0.8214285714285714,Cz,0,220,2
2063.22,2063.52,2063.78,0.5600000000004002,18.04474568195704,3.942960410630849,1.186591688349029,0.32055720879351923,13.36872702592953,7.0,0.5263157894736842,Cz,0,220,2
2130.17,2130.23,2130.81,0.6399999999998727,18.91410154088212,3.8773648974018644,1.105998930256683,0.20559518968837195,13.892318006017176,8.0,0.09230769230769231,Cz,0,220,2
2275.5,2275.65,2276.12,0.6199999999998909,28.667020634299824,6.311322746506349,1.3531825357792917,0.2711241154922714,13.068326131507296,8.0,0.23809523809523808,Cz,0,220,2
2286.92,2287.4500000000003,2288.12,1.199999999999818,24.4058639449148,5.080866311281512,1.291223433944704,0.33960760536834056,13.016130481714157,15.0,0.4380165289256198,Cz,0,220,2
2312.41,2312.6499999999996,2312.97,0.5599999999999454,15.98064558184298,3.6760150456347787,1.0574857432683045,0.25822048176105317,14.288111281556564,7.0,0.42105263157894735,Cz,0,220,2
2351.43,2352.19,2352.45,1.0199999999999818,25.44967278106173,4.78349925376022,1.0018978936528646,0.33238098322363563,14.09070278995039,11.0,0.7378640776699029,Cz,0,220,2
2434.47,2434.58,2435.46,0.9900000000002365,18.82201539329396,3.7786734875828656,1.1003209303844914,0.3477097860825704,13.36008919716815,12.0,0.11,Cz,0,220,2
2450.74,2450.8799999999997,2451.4,0.6600000000003092,17.346944465620275,3.994363049395548,0.9627740531191851,0.2591733413166201,13.856463271916235,8.0,0.208955223880597,Cz,0,220,2
